wd_lid,lemma,category,sense,definition
L74865,mihiseria,Q1084,L74865-S1,"etxeko hornidura osatzen duten maindire, eskuoihal edo toalla, mahai-zapi eta bereziki azpiko arropa edo linja"
L63088,mihiztadura,Q1084,L63088-S1,edozein elementu edo zatiren eta bereziki zurezko piezen lotura edo doikuntza
L225310,mihiztatu,Q24905,L225310-S1,"aurrez landuta eta prestatuta dauden bi pieza elkar lotu, baten mihia bestearen ahoan doi-doi sartzen delarik"
L293530,mihiztatzaile,Q7233569,L293530-S1,mihiztatzen duena
L62685,mihura,Q1084,L62685-S1,"(Bot.) eite biribila eta 1 m-ko tamaina maximoa duen zuhaixka parasitoa. Berdea da, hosto luzangak eta lore horiak ditu. Arrunta da, bereziki sagarrondoetan (Viscum album)"
L71448,mika,Q1084,L71448-S1,"(Miner.) silikatoen taldeko mineral distiratsua, xafla edo orritan erraz zati daitekeena. Granitoaren osagaietako bat dira"
L293531,mikatz,Q7233569,L293531-S1,mingotsa
L62171,mikaztasun,Q1084,L62171-S1,mingostasuna
L223940,mikaztu,Q24905,L223940-S1,mingostu
L233919,mikelete,Q1084,L233919-S1,Gipuzkoako Foru Aldundiaren mendeko zen miliziako kidea
L72643,mikologia,Q1084,L72643-S1,(Biol.) onddoez diharduen biologiaren atala
L233920,mikologo,Q1084,L233920-S1,mikologian aditua
L233921,mikosi,Q1084,L233921-S1,(Med.) onddoek sortutako gaixotasuna
L71626,mikrobio,Q1084,L71626-S1,mikroorganismoa
L76938,mikrobiologia,Q1084,L76938-S1,(Biol.) mikroorganismoak aztertzen edo ikertzen dituen biologiaren atala
L233922,mikrobus,Q1084,L233922-S1,"bidaiariak garraiatzeko autobusa, eskuarki 8-16 lagun bitarteko edukiera duena"
L233923,mikroekonomia,Q1084,L233923-S1,"(Ekon.) ekonomia-zientziaren adarra, unitate bakoitzaren (enpresa, kontsumitzaile eta abarren) jokaeren azterketan oinarritzen den analisi ekonomikoa"
L233924,mikrofilm,Q1084,L233924-S1,"formatu txikiko filma, oso tamaina txikiko irudi fotografikoak dituena"
L62821,mikrofono,Q1084,L62821-S1,soinu-uhinak korronte elektriko bihurtzen dituen tresna
L233925,mikroi,Q1084,L233925-S1,mikrometroa
L233926,mikrokosmos,Q1084,L233926-S1,"(Fil.) gizakia, unibertsoaren laburpen edo isla gisa hartua"
L233926,mikrokosmos,Q1084,L233926-S2,"gizarte, herri edo taldea, mundu oso baten ezaugarrien bilgunetzat harturik"
L233928,mikrometro,Q1084,L233928-S1,luzera edo angelu oso txikiak doitasun handiz neurtzen dituen tresna
L233928,mikrometro,Q1084,L233928-S2,metroaren milioirena
L233929,mikroordenagailu,Q1084,L233929-S1,(Inform.) tamaina txikiko ordenagailua. Ordenagailu pertsonalei eta mahai gainekoei ematen zaien izena da
L66482,mikroorganismo,Q1084,L66482-S1,(Biol.) mikroskopioz bakarrik ikus daitekeen organismoa
L233930,mikroprozesadore,Q1084,L233930-S1,(Inform.) ordenagailuaren prozesatzeko unitate zentralaren funtzioak betetzen dituen zirkuitu integratua
L293532,mikroskopiko,Q7233569,L293532-S1,mikroskopioari dagokiona
L293532,mikroskopiko,Q7233569,L293532-S2,mikroskopioz baino ezin ikus daitekeen adinako tamaina duena
L73187,mikroskopio,Q1084,L73187-S1,"objektu txikiak behatzeko tresna optikoa, leiar- edo lente-sistema bidez horien irudi handiagotua eskaintzen duena"
L74751,mikrouhin,Q1084,L74751-S1,(Fis.) izpi infragorrien eta irrati-uhinen arteko uhin-luzera duen erradiazio elektromagnetikoa
L184451,mila,Q1084,L184451-S1,hamar aldiz ehun
L184451,mila,Q1084,L184451-S2,kopuru handia adierazteko hitza
L184476,milako,Q1084,L184476-S1,milaz osatua
L269425,milako,Q12259986,L269425-S1,milaz osatua
L73227,milaren,Q1084,L73227-S1,mila zati berdinetan banatzen den osotasunaren zati bakoitza
L62999,milia,Q1084,L62999-S1,"itsaso nahiz aireko distantzietarako nazioarteko luzera-neurria, itsas milia ere deitua (1.852 m)"
L62999,milia,Q1084,L62999-S2,"luzera-neurri anglosaxoia (1.609,3 m)"
L233932,miliar,Q1084,L233932-S1,mila milioi
L290094,miliar,Q7233569,L290094-S1,(Med.) artatxiki-bihiaren itxura edota tamaina duena
L233933,milibar,Q1084,L233933-S1,presio atmosferikoa neurtzeko erabiltzen den unitatea
L70644,miligramo,Q1084,L70644-S1,"pisu-neurria, gramoaren milarenaren baliokidea (mg)"
L290095,milika,Q7233569,L290095-S1,gogortasun edo zailtasun txikienak minberatzen edo kikiltzen duena
L290095,milika,Q7233569,L290095-S2,mizkina; gutxi jaten duena
L70344,milika,Q1084,L70344-S1,milikatzea (ekintza eta ondorioa)
L223502,milikatu,Q24905,L223502-S1,"milika, kupera bihurtu"
L223502,milikatu,Q24905,L223502-S2,miazkatu
L223502,milikatu,Q24905,L223502-S3,"lausengatu, losintxatu"
L69275,milikeria,Q1084,L69275-S1,pertsona milikari dagokion jarrera edo ekintza
L233934,mililitro,Q1084,L233934-S1,"edukiera-neurria, litroaren milarenaren baliokidea (ml)"
L69459,milimetro,Q1084,L69459-S1,"luzera-neurria, metroaren milarenaren baliokidea (mm)"
L293533,milinga,Q7233569,L293533-S1,jateko gogo gutxi izan ohi duena
L293533,milinga,Q7233569,L293533-S2,makala edo indarrik gabea
L61430,milioi,Q1084,L61430-S1,mila milako kopurua
L233935,milioiren,Q1084,L233935-S1,milioi bat zati berdinetan banatzen den osotasunaren zati bakoitza
L293534,militante,Q7233569,L293534-S1,"helburu jakin batzuk dituen talde bateko kidea, taldearen lanetan parte hartzen duena"
L293534,militante,Q7233569,L293534-S2,zerbaiten alde ari dena edo helburu bat lortzearren ekintzak egiten dituena
L233936,militantzia,Q1084,L233936-S1,militante denaren jarduera eta jarrera
L233936,militantzia,Q1084,L233936-S2,alderdi politiko edo antzeko talde eratuen kide-multzoa
L294753,militar,Q7233569,L294753-S1,armadakoa edo hari dagokiona
L73577,militar,Q1084,L73577-S1,armadako kidea
L61537,militarismo,Q1084,L61537-S1,gizartean armada edo erakunde militarrak nagusi izatea
L61537,militarismo,Q1084,L61537-S2,armadaren eta militarren ezaugarritzat hartu ohi diren balioak goraipatzen dituen pentsamoldea
L71536,milizia,Q1084,L71536-S1,"armada baten ordezko edo osagarri gisa ari den taldea, soldadu ez direnek osatua"
L72147,milurteko,Q1084,L72147-S1,mila urteko denbora-bitartea
L223799,mimatu,Q24905,L223799-S1,"norbait, bereziki umea, maitasunez eta sentikortasunez tratatu, eta haren joera eta nahiera gehienei amore eman"
L223799,mimatu,Q24905,L223799-S2,"zerbait goxo, xehetasunak kontuan hartuz, tratatu"
L233938,mimetismo,Q1084,L233938-S1,"(Biol.) espezie batek beste espezie edo gauza baten antza (kolorean, forman eta abarretan) izatea edo hartzea, harrapariak ez ikusi ahal izateko"
L74392,mimika,Q1084,L74392-S1,keinu eta aurpegi-jarreren bidezko lengoaia
L70725,mimo,Q1084,L70725-S1,norbait nahiz zerbait mimatzea (ekintza eta ondorioa)
L71076,mimosa,Q1084,L71076-S1,"(Bot.) leguminosoen familiako zuhaitza, azal leun eta grisaxka, hosto txandakatuak eta lore horiak dituena (Acacia dealbata)"
L290096,min,Q7233569,L290096-S1,"janariez eta edariez mintzatuz, mihian edo ahoan halako erredura edo berotasun-sentsazioa sortzen duena"
L290096,min,Q7233569,L290096-S2,oinazea eta atsekabea eragiten edo adierazten duena
L290096,min,Q7233569,L290096-S3,"adiskideez eta abarrez mintzatuz, lotura estukoa, barru-barrukoa"
L290096,min,Q7233569,L290096-S4,"bizia, indar edo intentsitate handikoa"
L290096,min,Q7233569,L290096-S5,"denbora-bitarte (urtaro, hil eta abar) bati buruz, haren erdian, une bizi eta gorenean"
L62024,min,Q1084,L62024-S1,"gorputzeko leku batean nabaritzen den sentsazio ezatsegina, kolpe, ebaki, zauri eta abarren edo organismoaren funtzionamenduan oreka galtzearen edo bestelako arazo baten ondorio izaten dena"
L62024,min,Q1084,L62024-S2,"atsekabe handia, samintasun-sentimendua"
L62024,min,Q1084,L62024-S3,"maite den zerbaitek, hartatik urrun egotean, eragiten duen goibeltasunezko egoera"
L62024,min,Q1084,L62024-S4,nahi bizia
L226191,min egin,Q24905,L226191-S1,min-sentsazioa sorrarazi
L223014,min hartu,Q24905,L223014-S1,zerbaiten ondorioz mindurik gertatu
L225741,min izan,Q24905,L225741-S1,min-sentsazioa izan; atsekabea izan
L69572,mina,Q1084,L69572-S1,"(Arm.) lurpeko edo urpeko lehergailua, zerbaitek edo norbaitek zanpatzean edo ukitzean lehertzen dena"
L233939,minantz,Q1084,L233939-S1,grina
L233939,minantz,Q1084,L233939-S2,gaixotasuna
L233940,minbera,Q1084,L233940-S1,(Bot.) ukitzean uzkurtzen diren hostotxo ugari eta lore gorri-moreak dituen zuhaixka (Mimosa pudica)
L290097,minbera,Q7233569,L290097-S1,mina erraz sentitzen edo hartzen duena; zirrara txikiei sentibera dena; mindurik
L290097,minbera,Q7233569,L290097-S2,"pertsonez mintzatuz, besteren hitz eta egiteetan gaiztakeria edo asmo txarra ikusteko joera duena"
L293535,minberatsu,Q7233569,L293535-S1,erraz minberatzen dena
L223620,minberatu,Q24905,L223620-S1,"minbera jarri edo bihurtu, erraz mintzeko egoeran jarri; mindu, bereziki minduta utzi"
L63038,minbizi,Q1084,L63038-S1,(Med.) inguruko ehun osasuntsuak inbaditzen eta suntsitzen dituzten zelula anormalen hazkunde neurrigabeaz sortutako tumore gaiztoa
L262048,minbizidun,Q34698,L262048-S1,"minbizia duena, minbiziak joa"
L225474,mindu,Q24905,L225474-S1,"haserrea, nahigabea, samina izan edo sentitu"
L225474,mindu,Q24905,L225474-S2,oinazetu
L225474,mindu,Q24905,L225474-S3,"janari edo edariei buruz, zapore mina hartu edo eman; esnea galdu"
L294754,mineral,Q7233569,L294754-S1,"mineralei dagokiena; mineralak dituena, mineralez osatua"
L74162,mineral,Q1084,L74162-S1,"prozesu fisiko-kimikoen eraginez naturan dagoen elementu edo konposatu kimiko ez-organiko solidoa, homogeneoa eta kristalinoa, konposizio kimiko zehatza eta propietate fisiko-kimiko jakinak dituena"
L76853,mineralogia,Q1084,L76853-S1,(Geol.) mineralez diharduen geologiaren atala
L226089,minez egon,Q24905,L226089-S1,min izan; gaixo egon
L62815,mingain,Q1084,L62815-S1,mihia
L293536,mingar,Q7233569,L293536-S1,"mina, mingotsa"
L233941,mingarratz,Q1084,L233941-S1,(Bot.) Rumex generoko landare belarkaren izen arrunta
L184432,mingarri,Q1084,L184432-S1,min ematen duena
L294755,mingarri,Q7233569,L294755-S1,min ematen duena
L70964,mingostasun,Q1084,L70964-S1,mingotsa denaren nolakotasuna
L223941,mingostu,Q24905,L223941-S1,"mingots bihurtu, mingostasuna eman edo hartu"
L294756,mingots,Q7233569,L294756-S1,behazunarena bezalako zapore ezatsegina duena
L294756,mingots,Q7233569,L294756-S2,atsekabea eragiten duena
L69884,mingots,Q1084,L69884-S1,(Bot.) zenbait landare belarkararen izen arrunta
L233942,mingrana,Q1084,L233942-S1,(Bot.) granada
L233943,mingranondo,Q1084,L233943-S1,(Bot.) granadondoa
L72153,miniatura,Q1084,L72153-S1,"eskuizkribuetako ilustrazio-pintura, bereziki Erdi Arokoa"
L72153,miniatura,Q1084,L72153-S2,"oso dimentsio txikiko pintura, objektu txikiak dekoratzeko erabilia"
L72153,miniatura,Q1084,L72153-S3,miniaturak pintatzeko artea
L72153,miniatura,Q1084,L72153-S4,oso neurri txikiko irudi edo gauza
L63500,minifundio,Q1084,L63500-S1,"nekazaritzako lursail txikia, ustiatzaileari etekina ematen ez diona"
L71870,minigona,Q1084,L71870-S1,izterrak gutxi-asko agerian uzten dituen gona laburra
L184464,minimo,Q1084,L184464-S1,"kantitate, maila nahiz graduari dagokionez, bere espeziean izan daitekeen handiena edo handiena dena"
L294757,minimo,Q7233569,L294757-S1,"kantitate, maila nahiz graduari dagokionez, bere espeziean izan daitekeen handiena edo handiena dena"
L74862,ministerio,Q1084,L74862-S1,"estatu baten gobernuaren sail nagusietako bakoitza, ministroaren ardurapean dagoena"
L70749,ministro,Q1084,L70749-S1,estatuko gobernuko sail nagusi bateko burua
L293537,minor,Q7233569,L293537-S1,(Mus.) II. eta III. graduen artean tonuerdia duten eskala diatonikoei esaten zaie
L73055,mintegi,Q1084,L73055-S1,beste toki batean birlandatuko diren landareak ereiteko eta hazteko prestatzen den lekua
L73055,mintegi,Q1084,L73055-S2,"arazo bat aztertu, gai jakin bat eztabaidatu edo garatzeko osatutako taldea"
L62714,mintz,Q1084,L62714-S1,"(Biol.) zelulak, organoak eta beste hainbat egitura biologiko, estali, lotu nahiz bereizten dituen ehun edo egitura mehea"
L62714,mintz,Q1084,L62714-S2,"(Fis.) bi fluidoen arteko azal porotsua, elkarren artean trukeak egitea (osmosiz, dialisiz eta abarrez) ahalbidetzen duena"
L62714,mintz,Q1084,L62714-S3,"(Elektr.) mikrofono eta bozgorailuetan, bibratzen duen xafla, hurrenez hurren soinu-uhinak korronte elektriko bihurtzeko eta alderantzizko funtzioa duena"
L233944,mintzabide,Q1084,L233944-S1,"hitz egiteko bidea, hitzezko adierazpidea"
L233945,mintzaera,Q1084,L233945-S1,hitz egiteko modua
L63330,mintzagai,Q1084,L63330-S1,"hizketaren, solasaren gaia"
L63330,mintzagai,Q1084,L63330-S2,"(Hizkl.) esakune batean, solasaren unibertsoa edo predikazioa zeri buruzkoa den finkatzen duen atala, batzuetan jadanik ezaguna edo testuinguruan aurrez emana den informazioarekin bat datorrena. Iruzkin-i kontrajarria"
L72477,mintzaira,Q1084,L72477-S1,"hizkuntza, hitzezko adierazpidea"
L72477,mintzaira,Q1084,L72477-S2,hizkera
L70906,mintzalari,Q1084,L70906-S1,hizlaria
L63359,mintzaldi,Q1084,L63359-S1,hitzaldia
L72121,mintzaleku,Q1084,L72121-S1,mintzatzeko lekua
L72121,mintzaleku,Q1084,L72121-S2,mintzategia
L62868,mintzamen,Q1084,L62868-S1,mintzatzeko ahalmena edo gaitasuna
L62868,mintzamen,Q1084,L62868-S2,(Pedag.) hitz eginez komunikatzeko trebetasuna
L66459,mintzamolde,Q1084,L66459-S1,"hizkera, hitz egiteko modua"
L66459,mintzamolde,Q1084,L66459-S2,lokuzioa
L69888,mintzategi,Q1084,L69888-S1,"komentuetan eta presondegietan, barruan bizi direnak kanpotik datozenekin hitz egiteko aretoa edo gela"
L222737,mintzatu,Q24905,L222737-S1,hitz egin
L62979,mintzatzaile,Q1084,L62979-S1,"mintzatzen dena, hiztuna; hizlaria"
L62051,mintzo,Q1084,L62051-S1,"mintzatzea (ekintza eta ondorioa); mintzatzean egiten den hotsa, ahotsa"
L62051,mintzo,Q1084,L62051-S2,hizkuntza
L233946,mintzodun,Q1084,L233946-S1,hiztuna
L233947,minuet,Q1084,L233947-S1,"XVII-XVIII. mendeetan zehar, Frantzian eta Ingalaterran oso modan egon zen erritmo hirutarreko dantza; dantza horren musika"
L233947,minuet,Q1084,L233947-S2,(Mus.) suite barrokoaren osagaietako bat izaten den musika-konposizioa
L71977,minus,Q1084,L71977-S1,(Mat.) zenbaki negatiboak adierazteko ikurra (-)
L293538,minusbaliatu,Q7233569,L293538-S1,"urritasun edo ezgaitasun baten ondorioz, fisikoa nahiz psikikoa, mugimendu batzuk, lan jakin batzuk eta abar egiteko mugak edo oztopoak dituen pertsona"
L233948,minusbaliotasun,Q1084,L233948-S1,minusbaliatua denaren nolakotasuna edo egoera
L72315,minuskula,Q1084,L72315-S1,letra xehea
L184387,minutu,Q1084,L184387-S1,"orduaren hirurogeirena, hirurogei segundoz osatua (min)"
L184387,minutu,Q1084,L184387-S2,"(Mat.) arku eta angeluak neurtzeko unitatea, graduaren hirurogeirenaren baliokidea"
L233949,miokardio,Q1084,L233949-S1,(Anat.) muskulu-zelula kardiakoen multzoa; bihotzeko alde uzkurgarria osatzen duen muskulua
L293539,miope,Q7233569,L293539-S1,miopia duena
L62403,miopia,Q1084,L62403-S1,"(Med.) ikusmenaren akatsa, begietatik urrun dagoena argi ikusteko zailtasuna sortzen duena"
L73741,mira,Q1084,L73741-S1,mirespena
L73741,mira,Q1084,L73741-S2,gauza harrigarria
L73741,mira,Q1084,L73741-S3,"zerbaiten eza nabaritzea, zerbaitez une oro gogoratzea edo ahaztu ezinda ibiltzea"
L226365,mira egin,Q24905,L226365-S1,"miraz egon, harritu, miretsi"
L226365,mira egin,Q24905,L226365-S2,zerbait edo norbaiten eza nabaritu
L70239,mirabe,Q1084,L70239-S1,zerbitzaria
L70239,mirabe,Q1084,L70239-S2,besteren mende dagoena
L74782,mirabetza,Q1084,L74782-S1,mirabe dagoenaren egoera; mirabe-lana
L293540,miragarri,Q7233569,L293540-S1,miresgarria
L61810,mirail,Q1084,L61810-S1,ispilua
L61810,mirail,Q1084,L61810-S2,jarraibidea
L62676,mirakulu,Q1084,L62676-S1,miraria
L269426,mirakuluzko,Q12259986,L269426-S1,"gauzez mintzatuz, naturaz gaindikoa"
L62372,mirari,Q1084,L62372-S1,"(Erl.) naturako legeak gainditzen dituen ekintza edo gertakari harrigarria, ustez Jainkoaren esku hartzeaz gertatua"
L62372,mirari,Q1084,L62372-S2,gertakari harrigarri eta ohiz kanpokoa
L62287,mirarigile,Q1084,L62287-S1,mirariak egiten dituena
L293541,miraritsu,Q7233569,L293541-S1,"mirarigilea, mirarizkoa"
L269427,mirarizko,Q12259986,L269427-S1,mirariz gertatzen dena; harrigarria
L223781,miratu,Q24905,L223781-S1,"begiratu, so egin; begiztatu"
L223781,miratu,Q24905,L223781-S2,begiztatu
L223781,miratu,Q24905,L223781-S3,"aztertu, gogoan erabili"
L293542,miresgarri,Q7233569,L293542-S1,"mirespena sorrarazten duena, miretsia izan dadin merezi duena, mirestekoa"
L61160,miresle,Q1084,L61160-S1,zerbait edo norbait miresten duen pertsona
L74608,mirespen,Q1084,L74608-S1,mirestea (ekintza eta ondorioa)
L225984,miretsi,Q24905,L225984-S1,"zerbaiten edo norbaiten aurrean estimazio edo harridura handiko sentimendua izan, delakoaren apartekotasun, edertasun edo ohiz kanpoko izaera dela medio"
L225984,miretsi,Q24905,L225984-S2,harridurak joa gertatu
L233950,miristika,Q1084,L233950-S1,(Bot.) an evergreen tree with black bark and lance-shaped leaves. The fruit is nutmeg. It is originally from the Moluccas and is cultivated in tropical Asia (Myristica fragans).
L233950,miristika,Q1084,L233950-S1,(Bot.) azal beltza eta lantza-formako hostoak dituen zuhaitz hostoiraunkorra. Fruitua intxaur muskatua da. Jatorriz Moluketakoa da eta Asia tropikalean lantzen da (Myristica fragans)
L73219,mirotz,Q1084,L73219-S1,(Zool.) hego eta isats luzeak dituzten tamaina ertaineko zenbait hegazti harrapariren izen arrunta
L71193,mirra,Q1084,L71193-S1,"Arabia eta Abisiniako zuhaitz-mota batetik ateratzen den gai gorri, lurrintsu eta mingotsa, gomaz eta erretxinaz osatua"
L293543,mirrin,Q7233569,L293543-S1,"mardula ez dena, txikia, argala"
L225666,mirrindu,Q24905,L225666-S1,mirrin bihurtu
L233951,mirto,Q1084,L233951-S1,(Bot.) mitrea
L71877,miru,Q1084,L71877-S1,(Zool.) urkila-formako isatsa duten tamaina ertaineko zenbait hegazti harrapariren izen arrunta
L233952,misantropo,Q1084,L233952-S1,beste pertsonekiko harremana gogoko ez duen pertsona
L293544,miserable,Q7233569,L293544-S1,"dohakabea, zorigaiztokoa; errukarria"
L293544,miserable,Q7233569,L293544-S2,behartsua
L293544,miserable,Q7233569,L293544-S3,doilorra
L293544,miserable,Q7233569,L293544-S4,ziztrina; eskasa
L70604,miseria,Q1084,L70604-S1,"pobretasun handia, behartasun gorria"
L62014,misil,Q1084,L62014-S1,"(Arm.) propultsio-sistema autonomoa duen arma, karga nuklearra nahiz konbentzionala daraman buru leherkorra duena eta, eskuarki, elektronikoki gidatua"
L73515,misio,Q1084,L73515-S1,"bereziki parrokietan betetzen ziren zenbait egunetako erlijiozko ekintza ireki eta jendaurrekoak (sermoiak, otoitzaldiak eta abar)"
L73515,misio,Q1084,L73515-S2,kristau ez diren herrialdeetan egiten den ebanjelio-aldarrikapena
L73515,misio,Q1084,L73515-S3,ebanjelizazio-lanean aurrera egiteko antolaketa eta jende-taldea; misiolariak kokatzen diren tokia
L293545,misiolari,Q7233569,L293545-S1,misio-lanetan diharduena
L233953,misoginia,Q1084,L233953-S1,"emakumezkoenganako ezinikusia, arbuioa izatea"
L293546,misogino,Q7233569,L293546-S1,"misoginia duena, emakumezkoenganako arbuioa duena"
L233954,miss,Q1084,L233954-S1,edertasun-lehiaketa bateko emakumezko irabazlea
L233956,mister,Q1084,L233956-S1,edertasun-lehiaketa bateko gizonezko irabazlea
L73919,misterio,Q1084,L73919-S1,"giza ezaguerari ulergaitz gertatzen zaiona; ezezaguna, argitu gabea eta ezagutzen edo argitzen oso zaila den gertaera"
L293548,misteriotsu,Q7233569,L293548-S1,misteriozkoa
L269428,misteriozko,Q12259986,L269428-S1,bere baitan misterioa edo ezkutuko esanahia duena edo dirudiena
L70151,mistika,Q1084,L70151-S1,(Erl.) arrazoiaren bidez ezin esplika daitezkeen fenomenoez diharduen teologiaren atala
L184443,mistiko,Q1084,L184443-S1,Jainkoaren edota jainkozkoaren kontenplaziora emana den pertsona
L294758,mistiko,Q7233569,L294758-S1,mistikari dagokiona
L294758,mistiko,Q7233569,L294758-S2,"misterioari, arrazoimenaz gaindiko edo ezkutuko ezagutza edo sinesteari dagokiona"
L294758,mistiko,Q7233569,L294758-S3,Jainkoaren edota jainkozkoaren kontenplaziora emana den pertsona
